candidate_id,decision,old_label,new_label,reviewer_note,source_id,frame_number,track_id
cand_00134,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281946_013_800,155,lamp_1
cand_00256,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,24,lamp_4
cand_00313,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,104,lamp_1
cand_00356,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,110,lamp_2
cand_00374,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,85,lamp_3
cand_00376,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,87,lamp_3
cand_00390,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291357_034_600day2up,157,lamp_1
cand_00414,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291738_037_500mday2v2up,119,lamp_1
cand_00450,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291738_039_400mday2up,88,lamp_2
cand_00369,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,47,lamp_3
cand_00150,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281946_013_800,264,lamp_3
cand_00312,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,103,lamp_1
cand_00207,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_020_300mrway06nightdown,77,lamp_3
cand_00261,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,96,lamp_4
cand_00170,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_014_1000,124,lamp_3
cand_00073,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281910_010_UgCS,78,lamp_4
cand_00349,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,101,lamp_2
cand_00367,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,38,lamp_3
cand_00110,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_011_700,73,lamp_4
cand_00140,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_013_800,70,lamp_2
cand_00276,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_022_400mrwy06dwnnighf,136,lamp_4
cand_00363,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,34,lamp_3
cand_00154,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_013_800,17,lamp_4
cand_00164,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_014_1000,17,lamp_1
cand_00225,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,94,lamp_1
cand_00331,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,69,lamp_2
cand_00071,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,707,lamp_3
cand_00337,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,84,lamp_2
cand_00348,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,100,lamp_2
cand_00081,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281910_010_UgCS,260,lamp_4
cand_00116,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_012_600,132,lamp_1
cand_00112,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_011_700,75,lamp_4
cand_00250,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,96,lamp_3
cand_00303,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,93,lamp_1
cand_00142,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281946_013_800,217,lamp_2
cand_00329,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,67,lamp_2
cand_00335,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,73,lamp_2
cand_00224,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,93,lamp_1
cand_00041,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,487,lamp_2
cand_00126,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_012_600,52,lamp_4
cand_00162,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_014_1000,15,lamp_1
cand_00168,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_014_1000,79,lamp_2
cand_00102,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_011_700,141,lamp_2
cand_00047,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,639,lamp_2
cand_00275,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_022_400mrwy06dwnnighf,135,lamp_4
cand_00288,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_023_500mrwy06night,138,lamp_1
cand_00160,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_013_800,290,lamp_4
cand_00128,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_012_600,54,lamp_4
cand_00025,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,120,lamp_2
cand_00049,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281910_010_UgCS,93,lamp_3
cand_00328,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,66,lamp_2
cand_00227,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,96,lamp_1
cand_00172,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_014_1000,126,lamp_3
cand_00324,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604291300_031_day2700mup,119,lamp_1
cand_00120,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_012_600,109,lamp_2
cand_00156,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_013_800,19,lamp_4
cand_00192,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_019_300mRwy06night,18,lamp_4
cand_00009,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,310,lamp_1
cand_00321,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,116,lamp_1
cand_00182,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_019_300mRwy06night,40,lamp_2
cand_00267,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_022_400mrwy06dwnnighf,67,lamp_2
cand_00144,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281946_013_800,219,lamp_2
cand_00174,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_014_1000,153,lamp_4
cand_00106,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_011_700,92,lamp_3
cand_00138,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_013_800,68,lamp_2
cand_00254,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,22,lamp_4
cand_00068,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281910_010_UgCS,435,lamp_3
cand_00204,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_020_300mrway06nightdown,74,lamp_3
cand_00133,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_013_800,112,lamp_1
cand_00296,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_023_500mrwy06night,87,lamp_3
cand_00211,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_020_300mrway06nightdown,129,lamp_4
cand_00098,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_011_700,175,lamp_1
cand_00158,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_013_800,288,lamp_4
cand_00118,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_012_600,107,lamp_2
cand_00319,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,110,lamp_1
cand_00190,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_019_300mRwy06night,16,lamp_4
cand_00405,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291357_034_600day2up,38,lamp_4
cand_00186,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_019_300mRwy06night,32,lamp_3
cand_00136,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281946_013_800,157,lamp_1
cand_00017,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,527,lamp_1
cand_00194,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_020_300mrway06nightdown,18,lamp_1
cand_00307,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,98,lamp_1
cand_00065,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281910_010_UgCS,432,lamp_3
cand_00057,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281910_010_UgCS,276,lamp_3
cand_00230,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,50,lamp_2
cand_00322,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,117,lamp_1
cand_00265,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_022_400mrwy06dwnnighf,28,lamp_1
cand_00271,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_022_400mrwy06dwnnighf,88,lamp_3
cand_00305,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,95,lamp_1
cand_00033,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,293,lamp_2
cand_00122,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_012_600,75,lamp_3
cand_00196,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_020_300mrway06nightdown,20,lamp_1
cand_00216,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_021_400mrwy06night,50,lamp_1
cand_00495,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_041_300mday2up,68,lamp_4
cand_00149,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_013_800,35,lamp_3
cand_00300,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_023_500mrwy06night,30,lamp_4
cand_00357,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,111,lamp_2
cand_00146,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_013_800,32,lamp_3
cand_00152,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281946_013_800,266,lamp_3
cand_00302,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,92,lamp_1
cand_00315,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,106,lamp_1
cand_00377,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,88,lamp_3
cand_00028,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,123,lamp_2
cand_00352,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,104,lamp_2
cand_00252,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,20,lamp_4
cand_00188,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_019_300mRwy06night,34,lamp_3
cand_00020,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,530,lamp_1
cand_00298,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_023_500mrwy06night,28,lamp_4
cand_00101,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_011_700,178,lamp_1
cand_00243,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,47,lamp_3
cand_00209,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_020_300mrway06nightdown,79,lamp_3
cand_00093,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_011_700,156,lamp_1
cand_00184,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_019_300mRwy06night,42,lamp_2
cand_00004,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,146,lamp_1
cand_00279,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_022_400mrwy06dwnnighf,139,lamp_4
cand_00384,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604291300_031_day2700mup,109,lamp_4
cand_00130,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_013_800,109,lamp_1
cand_00114,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_012_600,130,lamp_1
cand_00413,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291550_036_400mday2up,24,lamp_4
cand_00245,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,49,lamp_3
cand_00044,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,490,lamp_2
cand_00222,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,91,lamp_1
cand_00092,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281910_010_UgCS,414,lamp_4
cand_00236,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,65,lamp_2
cand_00445,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_037_500mday2v2up,37,lamp_4
cand_00362,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,120,lamp_2
cand_00012,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,313,lamp_1
cand_00317,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,108,lamp_1
cand_00281,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_023_500mrwy06night,114,lamp_1
cand_00483,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_041_300mday2up,140,lamp_1
cand_00180,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_019_300mRwy06night,57,lamp_1
cand_00094,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281946_011_700,157,lamp_1
cand_00198,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_020_300mrway06nightdown,46,lamp_2
cand_00393,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291357_034_600day2up,160,lamp_1
cand_00200,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_020_300mrway06nightdown,48,lamp_2
cand_00277,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_022_400mrwy06dwnnighf,137,lamp_4
cand_00461,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_039_400mday2up,52,lamp_4
cand_00253,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,21,lamp_4
cand_00286,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_023_500mrwy06night,136,lamp_1
cand_00220,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,89,lamp_1
cand_00117,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_012_600,133,lamp_1
cand_00215,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_021_400mrwy06night,49,lamp_1
cand_00409,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291550_036_400mday2up,37,lamp_3
cand_00479,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291738_040_400day2dwnleftoffset,118,lamp_4
cand_00125,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_012_600,78,lamp_3
cand_00284,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_023_500mrwy06night,117,lamp_1
cand_00487,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_041_300mday2up,110,lamp_2
cand_00294,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_023_500mrwy06night,85,lamp_3
cand_00269,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_022_400mrwy06dwnnighf,69,lamp_2
cand_00290,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_023_500mrwy06night,108,lamp_2
cand_00228,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,97,lamp_1
cand_00263,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_022_400mrwy06dwnnighf,26,lamp_1
cand_00453,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_039_400mday2up,91,lamp_2
cand_00491,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_041_300mday2up,83,lamp_3
cand_00229,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,49,lamp_2
cand_00178,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_019_300mRwy06night,55,lamp_1
cand_00372,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,50,lamp_3
cand_00234,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,63,lamp_2
cand_00076,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281910_010_UgCS,81,lamp_4
cand_00282,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_023_500mrwy06night,115,lamp_1
cand_00397,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291357_034_600day2up,122,lamp_2
cand_00096,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281946_011_700,159,lamp_1
cand_00345,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,96,lamp_2
cand_00218,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_021_400mrwy06night,52,lamp_1
cand_00273,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_022_400mrwy06dwnnighf,90,lamp_3
cand_00327,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604291300_031_day2700mup,122,lamp_1
cand_00423,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_037_500mday2v2up,128,lamp_1
cand_00232,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,52,lamp_2
cand_00469,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291738_040_400day2dwnleftoffset,64,lamp_2
cand_00419,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291738_037_500mday2v2up,124,lamp_1
cand_00475,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291738_040_400day2dwnleftoffset,100,lamp_3
cand_00427,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_037_500mday2v2up,90,lamp_2
cand_00457,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_039_400mday2up,65,lamp_3
cand_00340,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,87,lamp_2
cand_00109,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_011_700,95,lamp_3
cand_00121,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_012_600,110,lamp_2
cand_00105,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_011_700,144,lamp_2
cand_00036,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,296,lamp_2
cand_00465,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604291738_040_400day2dwnleftoffset,29,lamp_1
cand_00436,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_037_500mday2v2up,51,lamp_3
cand_00193,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_019_300mRwy06night,19,lamp_4
cand_00441,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_037_500mday2v2up,124,lamp_3
cand_00257,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,25,lamp_4
cand_00024,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,579,lamp_1
cand_00389,ambiguous_review,white,white,unreliable left-to-right lamp identity (zoom/mirror); excluded from training [visually reviewed],DJI_202604291300_031_day2700mup,123,lamp_4
cand_00242,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,97,lamp_2
cand_00177,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_014_1000,156,lamp_4
cand_00449,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_039_400mday2up,114,lamp_1
cand_00084,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281910_010_UgCS,263,lamp_4
cand_00432,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291738_037_500mday2v2up,123,lamp_2
cand_00401,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604291357_034_600day2up,60,lamp_3
cand_00060,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281910_010_UgCS,279,lamp_3
cand_00141,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_013_800,71,lamp_2
cand_00052,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281910_010_UgCS,96,lamp_3
cand_00368,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,39,lamp_3
cand_00185,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_019_300mRwy06night,43,lamp_2
cand_00262,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,97,lamp_4
cand_00251,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,97,lamp_3
cand_00169,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_014_1000,80,lamp_2
cand_00289,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_023_500mrwy06night,139,lamp_1
cand_00113,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_011_700,76,lamp_4
cand_00336,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,74,lamp_2
cand_00214,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_020_300mrway06nightdown,132,lamp_4
cand_00157,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_013_800,20,lamp_4
cand_00145,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281946_013_800,220,lamp_2
cand_00048,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,640,lamp_2
cand_00072,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281910_010_UgCS,708,lamp_3
cand_00297,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_023_500mrwy06night,88,lamp_3
cand_00306,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,96,lamp_1
cand_00161,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_013_800,291,lamp_4
cand_00129,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604281946_012_600,55,lamp_4
cand_00197,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_020_300mrway06nightdown,21,lamp_1
cand_00165,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_014_1000,18,lamp_1
cand_00320,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604291300_031_day2700mup,111,lamp_1
cand_00137,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281946_013_800,158,lamp_1
cand_00233,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,53,lamp_2
cand_00293,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_023_500mrwy06night,111,lamp_2
cand_00223,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,92,lamp_1
cand_00181,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_019_300mRwy06night,58,lamp_1
cand_00173,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604281946_014_1000,127,lamp_3
cand_00246,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,50,lamp_3
cand_00266,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_022_400mrwy06dwnnighf,29,lamp_1
cand_00210,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_020_300mrway06nightdown,80,lamp_3
cand_00237,accepted_transition,white,transition,flip-anchored + colour-confirmed,DJI_202604290007_021_400mrwy06night,66,lamp_2
cand_00219,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_021_400mrwy06night,53,lamp_1
cand_00189,accepted_transition,white,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_019_300mRwy06night,35,lamp_3
cand_00153,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281946_013_800,267,lamp_3
cand_00097,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604281946_011_700,160,lamp_1
cand_00274,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_022_400mrwy06dwnnighf,91,lamp_3
cand_00285,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_023_500mrwy06night,118,lamp_1
cand_00201,accepted_transition,red,transition,flip-anchored + colour-confirmed [visually reviewed],DJI_202604290007_020_300mrway06nightdown,49,lamp_2
cand_00270,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_022_400mrwy06dwnnighf,70,lamp_2
